1983	        7351	        7162	        8289	        7982	
	        8891	        9690	        9327	        9238	
	        8894	        7807	        7211	        7606	
1984	        8383	        8078	        8459	        8643	
	        9020	        9375	        8964	        8649	
	        8203	        8139	        7876	        7567	
1985	        7827	        7324	        8285	        8851	
	        9532	        9636	       10449	       10482	
	        9172	        9248	        8950	        9776	
1986	        9156	        7652	        9165	        8879	
	       10009	       10815	       10824	       10158	
	        8843	        8819	        8093	        8461	
1987	        8691	        9272	        9982	       10060	
	       11052	       12214	       10919	       10053	
	        9848	        8941	        8119	        8520	
1988	        8942	        9219	        9550	       10204	
	       10449	       10700	       10313	       10531	
	       10031	        9634	        7959	       10086	
1989	        9896	        8893	        8998	       10585	
	       10763	        9889	        9384	        9595	
	        9115	        8643	        8342	        8169	
1990	        9154	        8757	        9765	        9350	
	       10485	       10416	       10458	        9341	
	        9178	        9362	        9050	        7934	
1991	        9345	        8547	        9863	       10846	
	       10525	       10351	       10788	        9611	
	       10280	        9807	        8098	        9378	
1992	        9508	        9101	        9660	        9714	
	        9125	        9859	        9823	        8992	
	        8915	        8826	        7345	        8931	
1993	        9257	        8232	        7842	        9596	
	        8906	        9930	        9132	        9214	
	        9271	        9400	        8702	        9733	
1994	       11570	        8945	        9181	       11238	
	       10529	       10744	       10498	        8687	
	        9419	        9600	        8873	       10075	
1995	       10407	        9163	        9013	        8878	
	        9430	       10526	       10460	        9384	
	        9382	       10043	        9998	       10185	
1996	        9941	        9604	        9220	       10378	
	        9760	       10240	        9863	        8670	
	        9503	        9375	        9021	        9987	
1997	       10821	       10602	        9539	       11454	
	       10555	       11911	       12627	       10455	
	       10468	       10840	        8300	       11648	
1998	        9711	       10664	       10416	       11241	
	       10641	       11563	       11426	        9397	
	       10268	       10943	       10072	       11124	
1999	       11535	       10401	       10752	       10398	
	       10969	       10606	       10859	       10663	
	        9821	       10728	       10523	       10996	
2000	       12798	       11139	       13521	       12558	
	       10997	       11259	       10989	       10366	
	       10310	       11451	        9427	        9606	
2001	       11889	       10375	        9466	       11707	
	       10590	       10924	       10727	       11042	
	        9267	       10296	        9126	       11274	
2002	       12724	        9106	        9573	       10223	
	        9752	       10321	       11243	        9418	
	        9354	       10336	       10049	       10938	
2003	       12759	       10692	       10285	       10253	
	       11981	       11841	       11610	       10931	
	       10573	       10596	        9861	       10955	
2004	       10918	        9406	        9931	       10287	
	        9555	       10390	       11626	       11513	
	       10546	       11019	        9950	       11272	
2005	       12318	        9738	        9403	       10040	
	       10389	       11203	       13193	       11004	
	       11315	       12435	        9529	       11241	
2006	       11978	       10739	       11240	       12000	
	       11293	       11237	       12446	       11987	
	       10986	       11614	       11630	       12175	
2007	       11497	        9017	        9789	       12342	
	       10798	       11042	       12142	       10378	
	       10058	       11598	       10575	       10917	
2008	       10636	        9612	        9394	       10583	
	       10533	       11659	       12106	       10373	
	       10280	       11336	       10157	       12126	
2009	       12225	       10134	        9801	       12093	
	       11856	       11584	       13512	       10997	
	       10546	       10297	       10804	       12231	
2010	       12024	       11290	       11040	       13590	
	       11112	       11087	       12224	       10845	
	       10602	       11529	       10498	       11463	
2011	       12394	       11270	       11165	       12858	
	       10805	       11220	       11581	       10262	
	       10374	       11586	       10456	       11243	
2012	       12644	       11332	        9909	       10956	
	       10602	       11123	       13387	       10531	
	       11423	       13510	       10879	       11814	
2013	       13035	       11529	       11630	       12399	
	       11336	       11243	       13353	       10058	
	       11401	       11762	       10284	       10606	
2014	       13090	       10681	       11056	       11865	
	       11898	       13371	       13543	       11414	
	       10866	       12742	       10847	       11697	
2015	       13234	       10845	       13017	       14284	
	       12716	       11986	       13719	       11125	
	       10855	       13172	       11223	       10634	
2016	       11626	       11663	       13959	       13733	
	       12662	       13347	       14806	       12752	
	       11705	       14259	       11976	       12651	
2017	       14260	       11357	       12449	       15420	
	       13634	       12628	       14363	       14048	
	       12479	       15309	       13089	       13319	
2018	       14050	       12340	       14204	       15674	
	       13814	       14075	       16293	       14057	
	       14606	       16641	       12940	       14784	
2019	       15732	       12831	       14211	       15205	
	       12200	       13032	       14510	       13785	
	       12407	       13808	       12474	       13388	
2020	       14738	       12833	       12598	       14835	
	       11960	       13563	       15472	       13563	
	       12522	       14517	       14743	       15974	
2021	       16225	       13500	       14152	       15094	
	       13207	       14225	       14919	         n/a	
	         n/a	         n/a	         n/a	         n/a	

