	         549	         546	         608	         577	
	         584	         434	         421	         498	
	         525	         501	         514	         507	
	         551	         544	         647	         660	
	         553	         591	         457	         602	
	         597	         598	         595	         670	
	         489	         503	         562	         457	
	         454	         432	         356	         495	
	         503	         538	         598	         522	
	         540	         512	         506	         548	
	         431	         478	         389	         467	
	         557	         646	         573	         616	
	         763	         521	         484	         516	
	         462	         747	         424	         552	
	         500	         640	         526	         582	
	         564	         575	         518	         430	
	         408	         519	         397	         573	
	         522	         648	         571	         625	
	         514	         501	         511	         517	
	         498	         528	         462	         562	
	         587	         684	         584	         663	
	         600	         566	         669	         604	
	         551	         520	         548	         571	
	         683	         665	         671	         583	
	         613	         548	         650	         546	
	         483	         677	         483	         578	
	         569	         678	         664	         614	
	         573	         422	         649	         399	
	         429	         521	         461	         554	
	         605	         649	         667	         716	
	         662	         608	         616	         638	
	         585	         509	         552	         610	
	         594	         739	         707	         701	
	         692	         480	         456	         474	
	         404	         362	         412	         423	
	         479	         518	         497	         515	
	         440	         437	         440	         352	
	         363	         573	         543	         592	
	         706	         665	         753	         786	
	         630	         681	         789	         652	
	         634	         616	         614	         705	
	         697	         756	         838	         740	
	         738	         684	         866	         651	
	         704	         650	         617	         722	
	         702	         886	         929	         737	
	         813	         661	         863	         743	
	         710	         670	         628	         727	
	         765	         932	        1067	         796	
	         742	         746	         921	         800	
	         687	         639	         601	         771	
	         797	         971	         889	         752	
	         890	         737	         830	         804	
	         638	         671	         705	         780	
	         875	         871	         963	         857	
	         807	         821	         803	         737	
	         727	         677	         627	         
