	      534.24	      611.19	      585.71	      592.30	
	      580.11	      539.12	      565.98	      600.36	
	      581.52	      606.25	      605.71	      593.02	
	      587.38	      608.44	      580.29	      569.03	
	      571.18	      563.23	      589.67	      607.71	
	      609.52	      599.89	      611.60	      634.92	
	      605.45	      686.87	      629.97	      644.73	
	      615.51	      597.52	      626.15	      612.80	
	      645.46	      667.43	      670.40	      676.53	
	      651.50	      661.13	      651.83	      674.94	
	      652.79	      627.17	      645.52	      650.95	
	      663.13	      653.27	      677.16	      689.48	
	      657.15	      707.03	      686.99	      671.52	
	      681.16	      663.36	      674.21	      690.31	
	      681.67	      704.91	      703.25	      715.85	
	      673.46	      709.40	      701.32	      633.53	
	      704.53	      673.14	      677.16	      700.60	
	      716.21	      688.53	      722.43	      732.85	
	      698.58	      730.43	      702.31	      677.41	
	      730.94	      695.31	      683.96	      674.81	
	      707.38	      691.14	      718.76	      733.79	
	      716.27	      714.13	      727.03	      695.30	
	      708.83	      686.83	      690.15	      700.70	
	      701.05	      723.46	      733.27	      742.37	
	      747.01	      739.65	      750.62	      757.77	
	      740.93	      708.56	      717.09	      721.83	
	      732.11	      772.64	      762.07	      777.16	
	      753.60	      764.28	      720.27	      737.12	
	      690.01	      709.72	      681.58	      711.63	
	      700.42	      731.96	      770.66	      782.40	
	      717.55	      741.59	      748.41	      729.71	
	      740.85	      722.89	      716.44	      733.64	
	      736.87	      773.58	      761.47	      798.39	
	      747.30	      800.70	      758.64	      802.47	
	      773.28	      745.57	      761.45	      751.62	
	      732.97	      764.92	      793.08	      786.27	
	      749.55	      759.84	      733.68	      746.42	
	      708.30	      690.95	      678.65	      682.11	
	      725.26	      720.90	      753.25	      723.68	
	      698.25	      719.11	      712.75	      669.20	
	      677.47	      670.30	      663.11	      674.19	
	      734.55	      751.84	      738.69	      755.65	
	      722.60	      738.15	      730.99	      723.30	
	      699.96	      685.61	      706.05	      697.84	
	      723.50	      742.18	      717.57	      698.88	
	      705.03	      675.37	      674.23	      688.45	
	      667.18	      657.91	      671.51	      698.75	
	      714.86	      740.12	      771.60	      749.14	
	      734.27	      723.92	      737.95	      728.85	
	      726.21	      716.10	      694.18	      727.16	
	      746.72	      763.21	      782.57	      772.27	
	      749.30	      773.22	      771.34	      725.97	
	      699.75	      700.21	      684.40	      725.35	
	      745.68	      774.12	      766.24	      773.95	
	      765.36	      751.92	      769.81	      747.91	
	      765.66	      732.90	      716.50	      
