Statistics Canada, CANSIM using CHASS.

COL0  - Date (YYYY-MM-DD) 
2004-01           9021  
2004-02           8217  
2004-03           8754  
2004-04           9583  
2004-05           9280  
2004-06           9447  
2004-07           9796  
2004-08           9269  
2004-09           9350  
2004-10          10129  
2004-11          10314  
2004-12           9946  
2005-01          10692  
2005-02           8998  
2005-03           9019  
2005-04           9688  
2005-05           9444  
2005-06           9242  
2005-07           9543  
2005-08           9533  
2005-09           8946  
2005-10           9812  
2005-11           9847  
2005-12           9435  
2006-01           9919  
2006-02           8645  
2006-03           9304  
2006-04           8534  
2006-05           9258  
2006-06           9032  
2006-07           9015  
2006-08           8750  
2006-09           9058  
2006-10           9542  
2006-11           8910  
2006-12           8894  
2007-01           9862  
2007-02           9361  
2007-03           9725  
2007-04          10045  
2007-05           9986  
2007-06           8745  
2007-07           9797  
2007-08           9800  
2007-09          10316  
2007-10          11149  
2007-11           9835  
2007-12           9766  
2008-01          10228  
2008-02           9152  
2008-03           9438  
2008-04           9941  
2008-05          10262  
2008-06           9501  
2008-07           9959  
2008-08           9160  
2008-09           9727  
2008-10          10209  
2008-11           9008  
2008-12           9211  
2009-01          10309  
2009-02           8413  
2009-03           9731  
2009-04           9436  
2009-05           8951  
2009-06           9483  
2009-07          10359  
2009-08           9284  
2009-09           9530  
2009-10           9910  
2009-11           9363  
2009-12           9761  
2010-01           9829  
2010-02           8326  
2010-03          10033  
2010-04           9754  
2010-05           8653  
2010-06           9677  
2010-07           9442  
2010-08           8367  
2010-09           9392  
2010-10           9977  
2010-11           9022  
2010-12           9740  
2011-01           8655  
2011-02           7917  
2011-03           9541  
2011-04           8553  
2011-05           8763  
2011-06           8134  
2011-07           8726  
2011-08           7913  
2011-09           8678  
2011-10           8779  
2011-11           9423  
2011-12           8640  
2012-01          10049  
2012-02           8952  
2012-03           8363  
2012-04           9021  
2012-05           9847  
2012-06           8723  
2012-07           9534  
2012-08           9016  
2012-09           8755  
2012-10          11286  
2012-11           9564  
2012-12           9358  
2013-01           9845  
2013-02           8957  
2013-03           9393  
2013-04           9968  
2013-05           9467  
2013-06           9487  
2013-07           9650  
2013-08           9499  
2013-09           9834  
2013-10          10573  
2013-11           9599  
2013-12           9367  
2014-01          10072  
2014-02           9467  
2014-03           9839  
2014-04          10993  
2014-05          10011  
2014-06           8599  
2014-07          10678  
2014-08           9610  
2014-09           9719  
2014-10          11535  
2014-11          10171  
2014-12           9463  
2015-01          10569  
2015-02          10034  
2015-03          10017  
2015-04          10334  
2015-05           9556  
2015-06          10165  
2015-07          11307  
2015-08          10422  
2015-09          11969  
2015-10          12111  
2015-11          11860  
2015-12          11319  
2016-01          12238  
2016-02          10114  
2016-03          12675  
2016-04          11307  
2016-05          12071  
2016-06          10763  
2016-07          11696  
2016-08          11425  
2016-09          11812  
2016-10          14649  
2016-11          13504  
2016-12          11678  
2017-01          12835  
2017-02          11609  
2017-03          11571  
2017-04          11693  
2017-05          12045  
2017-06          12438  
2017-07          12497  
2017-08          12823  
2017-09          12055  
2017-10          12904  
2017-11          12022  
2017-12          12645  
2018-01          13165  
2018-02          10930  
2018-03          12039  
2018-04          12680  
2018-05          11871  
2018-06          10686  
2018-07          12567  
2018-08          11612  
2018-09          11350  
2018-10          14749  
2018-11          13521  
2018-12          12562  
2019-01          12492  
2019-02          11335  
2019-03          12789  
2019-04          13325  
2019-05          12450  
2019-06          11302  
2019-07          12238  
2019-08          11954  
2019-09          13221  
2019-10          14561  
2019-11          13458  
2019-12          12297  
2020-01          13709  
2020-02          11362  
2020-03          12144  
2020-04          12741  
2020-05          12840  
2020-06          12974  
2020-07          12472  
2020-08          12510  
2020-09          13639  
2020-10          15176  
2020-11          12862  
2020-12          12553  
2021-01          13114  
2021-02          11653  
2021-03          12711  
2021-04          14191  
2021-05          12566  
2021-06          12252  
2021-07          12212  

