	      635.65	      642.22	      649.81	      638.03	
	      635.29	      633.77	      632.56	      624.42	
	      630.37	      641.44	      643.38	      624.24	
	      606.34	      605.06	      597.95	      594.51	
	      597.86	      603.04	      610.76	      606.04	
	      600.56	      606.95	      616.37	      612.06	
	      630.08	      651.10	      640.56	      641.68	
	      628.13	      617.80	      612.87	      631.07	
	      641.58	      655.06	      657.55	      661.45	
	      642.75	      657.26	      659.39	      656.84	
	      637.27	      633.89	      632.24	      638.86	
	      639.17	      641.20	      656.13	      661.64	
	      657.82	      670.43	      669.30	      671.45	
	      679.68	      679.59	      681.97	      682.68	
	      701.53	      713.59	      718.73	      720.08	
	      718.81	      720.43	      714.63	      711.78	
	      723.35	      716.63	      714.49	      720.83	
	      738.34	      760.13	      765.52	      767.70	
	      768.95	      753.59	      758.21	      752.17	
	      743.97	      739.32	      735.58	      732.81	
	      742.44	      753.94	      757.99	      758.55	
	      753.97	      757.26	      750.39	      749.76	
	      745.40	      748.00	      738.92	      728.68	
	      753.24	      757.75	      778.06	      767.26	
	      760.73	      763.30	      774.32	      777.01	
	      761.48	      765.54	      762.38	      767.69	
	      784.39	      787.30	      798.08	      802.07	
	      787.34	      784.13	      787.69	      770.98	
	      772.28	      765.57	      743.53	      750.88	
	      762.18	      766.97	      780.96	      792.11	
	      778.51	      772.80	      824.55	      780.59	
	      764.20	      797.97	      760.46	      773.41	
	      789.04	      794.49	      804.49	      821.01	
	      802.97	      818.72	      826.14	      814.43	
	      806.93	      774.41	      790.23	      773.39	
	      794.89	      826.99	      812.75	      829.40	
	      807.28	      796.28	      778.94	      774.10	
	      766.40	      776.61	      781.36	      778.48	
	      799.35	      768.26	      805.33	      793.80	
	      784.98	      780.32	      806.60	      796.76	
	      810.63	      773.14	      784.44	      780.28	
	      799.10	      832.95	      827.14	      825.54	
	      825.20	      875.72	      782.19	      785.32	
	      777.91	      764.94	      767.84	      770.01	
	      779.12	      798.39	      800.31	      798.96	
	      786.44	      778.10	      784.19	      773.70	
	      754.48	      766.44	      761.05	      759.96	
	      796.59	      826.75	      812.52	      809.88	
	      822.65	      825.22	      809.70	      802.29	
	      800.98	      797.00	      819.73	      798.37	
	      805.73	      837.60	      835.08	      821.80	
	      836.14	      860.27	      846.28	      821.53	
	      800.23	      799.94	      798.43	      789.90	
	      817.94	      824.90	      844.61	      853.33	
	      840.49	      862.68	      859.55	      852.54	
	      841.82	      837.70	      821.98	      
