Statistics Canada, CANSIM using CHASS.

COL0  - Date (YYYY-MM-DD) 
2000-11          4777  
2000-12          4649  
2001-01          5443  
2001-02          4373  
2001-03          3690  
2001-04          5523  
2001-05          4999  
2001-06          4579  
2001-07          4357  
2001-08          5338  
2001-09          4466  
2001-10          5241  
2001-11          4883  
2001-12          6069  
2002-01          7006  
2002-02          3951  
2002-03          4103  
2002-04          4712  
2002-05          4236  
2002-06          5159  
2002-07          5382  
2002-08          4386  
2002-09          4715  
2002-10          5228  
2002-11          5054  
2002-12          5352  
2003-01          5950  
2003-02          5171  
2003-03          4246  
2003-04          4380  
2003-05          5354  
2003-06          4926  
2003-07          5263  
2003-08          5119  
2003-09          5032  
2003-10          5250  
2003-11          4757  
2003-12          5253  
2004-01          5085  
2004-02          3779  
2004-03          3950  
2004-04          3551  
2004-05          3744  
2004-06          4039  
2004-07          5248  
2004-08          5686  
2004-09          5239  
2004-10          6127  
2004-11          5179  
2004-12          5846  
2005-01          5907  
2005-02          4883  
2005-03          4991  
2005-04          4034  
2005-05          3901  
2005-06          4505  
2005-07          6472  
2005-08          5254  
2005-09          5369  
2005-10          6353  
2005-11          4792  
2005-12          5110  
2006-01          5872  
2006-02          4691  
2006-03          4713  
2006-04          5258  
2006-05          4800  
2006-06          4613  
2006-07          6151  
2006-08          5299  
2006-09          4708  
2006-10          5597  
2006-11          5197  
2006-12          5213  
2007-01          5854  
2007-02          4015  
2007-03          4225  
2007-04          7123  
2007-05          5459  
2007-06          5549  
2007-07          6606  
2007-08          5248  
2007-09          4938  
2007-10          6543  
2007-11          5517  
2007-12          5792  
2008-01          4945  
2008-02          4182  
2008-03          4310  
2008-04          5611  
2008-05          5266  
2008-06          6449  
2008-07          6861  
2008-08          5195  
2008-09          5544  
2008-10          6461  
2008-11          5822  
2008-12          6485  
2009-01          6271  
2009-02          5450  
2009-03          4930  
2009-04          6620  
2009-05          5724  
2009-06          6073  
2009-07          7482  
2009-08          5761  
2009-09          4745  
2009-10          4952  
2009-11          5027  
2009-12          6011  
2010-01          5805  
2010-02          5710  
2010-03          4868  
2010-04          7128  
2010-05          5600  
2010-06          5415  
2010-07          6633  
2010-08          5198  
2010-09          5365  
2010-10          5813  
2010-11          5031  
2010-12          5367  
2011-01          6675  
2011-02          6000  
2011-03          5660  
2011-04          6645  
2011-05          5410  
2011-06          5074  
2011-07          6118  
2011-08          5293  
2011-09          5424  
2011-10          6659  
2011-11          4929  
2011-12          5520  
2012-01          5826  
2012-02          5241  
2012-03          4611  
2012-04          4994  
2012-05          5038  
2012-06          5074  
2012-07          6118  
2012-08          5266  
2012-09          5473  
2012-10          7042  
2012-11          4815  
2012-12          5148  
2013-01          6047  
2013-02          5381  
2013-03          4799  
2013-04          5777  
2013-05          5419  
2013-06          4863  
2013-07          7009  
2013-08          4938  
2013-09          5148  
2013-10          6248  
2013-11          5595  
2013-12          5868  
2014-01          7147  
2014-02          5358  
2014-03          5442  
2014-04          6825  
2014-05          6605  
2014-06          6833  
2014-07          7472  
2014-08          5672  
2014-09          4658  
2014-10          6205  
2014-11          5538  
2014-12          5339  
2015-01          6042  
2015-02          4574  
2015-03          5908  
2015-04          6856  
2015-05          5862  
2015-06          4284  
2015-07          5866  
2015-08          5030  
2015-09          5637  
2015-10          6636  
2015-11          5063  
2015-12          3999  
2016-01          4400  
2016-02          4877  
2016-03          5845  
2016-04          5971  
2016-05          5160  
2016-06          5410  
2016-07          5908  
2016-08          5123  
2016-09          4464  
2016-10          6085  
2016-11          4881  
2016-12          5224  
2017-01          5244  
2017-02          3831  
2017-03          4676  
2017-04          5451  
2017-05          5335  
2017-06          4487  
2017-07          5456  
2017-08          5381  
2017-09          4853  
2017-10          5713  
2017-11          5211  
2017-12          5517  
2018-01          5409  
2018-02          4955  
2018-03          5338  
2018-04          6132  
2018-05          4866  
2018-06          5493  
2018-07          7127  
2018-08          6244  
2018-09          5744  
2018-10          7386  
2018-11          5496  
2018-12          6137  
2019-01          6205  
2019-02          5752  
2019-03          5673  
2019-04          6314  
2019-05          5404  
2019-06          6008  
2019-07          7059  
2019-08          6455  
2019-09          5612  
2019-10          6121  
2019-11          5697  
2019-12          5697  
2020-01          6520  
2020-02          5752  
2020-03          5673  
2020-04          6314  
2020-05          5404  
2020-06          6008  
2020-07          7059  
2020-08          6455  
2020-09          5612  
2020-10          6121  
2020-11          5697  
2020-12          5697  
2021-01          6520  
2021-02          5752  
2021-03          5673  
2021-04          6314  
2021-05          5404  
2021-06          6008  
2021-07          7059  

