	      561.22	      603.92	      597.84	      601.85	
	      593.70	      599.32	      560.15	      573.51	
	      615.23	      596.01	      592.58	      602.61	
	      576.77	      583.65	      578.76	      596.22	
	      585.46	      630.90	      574.27	      621.12	
	      615.53	      629.42	      637.68	      622.66	
	      611.82	      668.58	      653.93	      622.28	
	      625.95	      651.17	      632.84	      647.30	
	      658.16	      658.15	      692.63	      652.38	
	      644.08	      673.15	      674.17	      644.43	
	      653.11	      649.60	      609.53	      649.07	
	      667.21	      676.08	      677.59	      678.47	
	      664.94	      686.01	      684.80	      693.83	
	      675.29	      678.57	      658.64	      689.29	
	      716.38	      713.11	      721.57	      702.32	
	      672.17	      698.45	      671.22	      710.11	
	      690.07	      703.37	      668.03	      707.37	
	      729.47	      715.00	      725.06	      706.54	
	      719.76	      704.34	      714.27	      710.74	
	      705.57	      719.36	      693.70	      702.08	
	      697.96	      694.17	      707.63	      738.43	
	      705.00	      733.77	      690.10	      729.69	
	      713.59	      699.14	      714.53	      686.84	
	      709.90	      749.18	      724.63	      743.97	
	      711.11	      760.42	      756.63	      733.01	
	      737.83	      737.16	      699.78	      720.90	
	      760.89	      760.13	      783.67	      759.69	
	      755.41	      769.43	      731.03	      679.07	
	      743.77	      722.23	      713.04	      715.61	
	      741.43	      728.52	      757.08	      769.49	
	      721.22	      773.28	      734.06	      710.19	
	      739.04	      748.88	      747.08	      748.09	
	      723.30	      767.99	      783.12	      771.72	
	      755.47	      772.19	      794.63	      791.56	
	      780.00	      787.00	      763.02	      761.70	
	      729.60	      781.19	      799.72	      780.75	
	      740.30	      750.74	      771.52	      725.32	
	      717.06	      714.56	      677.74	      698.83	
	      722.67	      754.46	      768.71	      734.67	
	      700.03	      707.57	      727.39	      724.15	
	      731.70	      727.36	      679.05	      733.18	
	      731.32	      750.23	      764.15	      748.66	
	      711.88	      729.33	      726.51	      692.86	
	      725.73	      729.54	      711.10	      739.08	
	      722.13	      736.70	      738.02	      724.40	
	      710.15	      710.88	      693.16	      664.43	
	      691.51	      676.77	      682.32	      701.91	
	      747.15	      756.01	      783.12	      755.61	
	      742.20	      750.28	      749.18	      737.10	
	      740.89	      732.26	      729.52	      743.77	
	      763.17	      774.14	      777.61	      773.23	
	      769.25	      777.97	      775.65	      714.91	
	      774.84	      706.78	      724.21	      742.34	
	      773.03	      760.23	      777.28	      782.79	
	      775.45	      777.53	      778.11	      777.04	
	      777.56	      777.57	      777.39	      
