Statistics Canada, CANSIM using CHASS.

COL0  - Date (YYYY-MM-DD) 
1985-12          2237  
1986-01          2295  
1986-02          2258  
1986-03          2718  
1986-04          2733  
1986-05          3180  
1986-06          3490  
1986-07          3525  
1986-08          3331  
1986-09          3005  
1986-10          2573  
1986-11          2395  
1986-12          2175  
1987-01          2527  
1987-02          2689  
1987-03          3100  
1987-04          2891  
1987-05          3413  
1987-06          4118  
1987-07          3715  
1987-08          3365  
1987-09          3211  
1987-10          2705  
1987-11          2145  
1987-12          2543  
1988-01          2590  
1988-02          3129  
1988-03          3643  
1988-04          3701  
1988-05          3504  
1988-06          3673  
1988-07          3211  
1988-08          3131  
1988-09          3472  
1988-10          2591  
1988-11          2425  
1988-12          3433  
1989-01          2927  
1989-02          3109  
1989-03          3643  
1989-04          3429  
1989-05          3307  
1989-06          2903  
1989-07          2989  
1989-08          3246  
1989-09          2962  
1989-10          2632  
1989-11          2384  
1989-12          2819  
1990-01          2407  
1990-02          2840  
1990-03          3510  
1990-04          3159  
1990-05          3525  
1990-06          3616  
1990-07          3625  
1990-08          3162  
1990-09          2698  
1990-10          2745  
1990-11          2129  
1990-12          2412  
1991-01          3167  
1991-02          3055  
1991-03          3374  
1991-04          3490  
1991-05          3624  
1991-06          3496  
1991-07          3456  
1991-08          3201  
1991-09          3297  
1991-10          2782  
1991-11          2025  
1991-12          3173  
1992-01          3211  
1992-02          2763  
1992-03          2858  
1992-04          2570  
1992-05          2822  
1992-06          2692  
1992-07          2469  
1992-08          2806  
1992-09          2277  
1992-10          2580  
1992-11          2125  
1992-12          2697  
1993-01          2676  
1993-02          2448  
1993-03          2233  
1993-04          2365  
1993-05          2400  
1993-06          3229  
1993-07          2620  
1993-08          2810  
1993-09          2284  
1993-10          2231  
1993-11          2410  
1993-12          2440  
1994-01          3183  
1994-02          2411  
1994-03          2825  
1994-04          2784  
1994-05          3188  
1994-06          3388  
1994-07          2862  
1994-08          2690  
1994-09          2773  
1994-10          2304  
1994-11          2534  
1994-12          3209  
1995-01          3283  
1995-02          2986  
1995-03          2397  
1995-04          1805  
1995-05          2236  
1995-06          2929  
1995-07          2632  
1995-08          2422  
1995-09          2752  
1995-10          2290  
1995-11          2596  
1995-12          3075  
1996-01          2510  
1996-02          2486  
1996-03          2748  
1996-04          3208  
1996-05          2815  
1996-06          3099  
1996-07          2888  
1996-08          2788  
1996-09          3119  
1996-10          2908  
1996-11          2500  
1996-12          3248  
1997-01          3197  
1997-02          3846  
1997-03          3455  
1997-04          3750  
1997-05          3847  
1997-06          4370  
1997-07          3647  
1997-08          3548  
1997-09          3249  
1997-10          2883  
1997-11          2678  
1997-12          3729  
1998-01          2809  
1998-02          3295  
1998-03          3296  
1998-04          3162  
1998-05          3272  
1998-06          3515  
1998-07          3269  
1998-08          2832  
1998-09          2783  
1998-10          3076  
1998-11          2693  
1998-12          3357  
1999-01          3723  
1999-02          3716  
1999-03          3360  
1999-04          3465  
1999-05          3736  
1999-06          3379  
1999-07          3399  
1999-08          3417  
1999-09          2884  
1999-10          3121  
1999-11          3041  
1999-12          3260  
2000-01          3993  
2000-02          3645  
2000-03          3622  
2000-04          3247  
2000-05          3551  
2000-06          3699  
2000-07          3723  
2000-08          3259  
2000-09          3219  
2000-10          3455  
2000-11          2889  
2000-12          3182  
2001-01          4406  
2001-02          4259  
2001-03          3747  
2001-04          3748  
2001-05          3467  
2001-06          3827  
2001-07          4044  
2001-08          3417  
2001-09          3188  
2001-10          3157  
2001-11          2615  
2001-12          3332  
2002-01          3588  
2002-02          3291  
2002-03          3441  
2002-04          3836  
2002-05          3464  
2002-06          3398  
2002-07          3681  
2002-08          2828  
2002-09          2470  
2002-10          3191  
2002-11          3147  
2002-12          3460  
2003-01          3791  
2003-02          3429  
2003-03          3895  
2003-04          3467  
2003-05          3672  
2003-06          4115  
2003-07          3534  
2003-08          3170  
2003-09          3282  
2003-10          3423  
2003-11          3279  
2003-12          3283  
2004-01          2942  
2004-02          2761  
2004-03          3468  
2004-04          4202  
2004-05          3334  
2004-06          4170  
2004-07          3921  
2004-08          3261  
2004-09          2889  
2004-10          2897  
2004-11          2977  
2004-12          3936  
2005-01          3527  
2005-02          2950  
2005-03          2677  
2005-04          3934  
2005-05          3596  
2005-06          3570  
2005-07          3250  
2005-08          3215  
2005-09          3257  
2005-10          3364  
2005-11          2217  
2005-12          3683  
2006-01          2908  
2006-02          2920  
2006-03          3783  
2006-04          3745  
2006-05          3790  
2006-06          4018  
2006-07          3200  
2006-08          3532  
2006-09          3255  
2006-10          3127  
2006-11          3533  
2006-12          4023  
2007-01          3639  
2007-02          3295  
2007-03          3650  
2007-04          3477  
2007-05          3725  
2007-06          3700  
2007-07          3583  
2007-08          3499  
2007-09          3577  
2007-10          3406  
2007-11          3332  
2007-12          3316  
2008-01          3744  
2008-02          3485  
2008-03          3557  
2008-04          3324  
2008-05          3712  
2008-06          3516  
2008-07          3476  
2008-08          3502  
2008-09          3250  
2008-10          3138  
2008-11          2585  
2008-12          3759  
2009-01          3796  
2009-02          2923  
2009-03          2984  
2009-04          3187  
2009-05          3879  
2009-06          3437  
2009-07          4265  
2009-08          3656  
2009-09          4390  
2009-10          3660  
2009-11          3908  
2009-12          4477  
2010-01          3774  
2010-02          3670  
2010-03          4241  
2010-04          4155  
2010-05          3771  
2010-06          4073  
2010-07          3714  
2010-08          3753  
2010-09          3623  
2010-10          3706  
2010-11          3575  
2010-12          4358  
2011-01          3451  
2011-02          3362  
2011-03          3511  
2011-04          4037  
2011-05          3262  
2011-06          4322  
2011-07          3515  
2011-08          3209  
2011-09          3099  
2011-10          3117  
2011-11          3932  
2011-12          3705  
2012-01          4109  
2012-02          3754  
2012-03          3335  
2012-04          3672  
2012-05          3579  
2012-06          4130  
2012-07          5056  
2012-08          3345  
2012-09          3872  
2012-10          3585  
2012-11          3706  
2012-12          3884  
2013-01          3830  
2013-02          3670  
2013-03          4244  
2013-04          3810  
2013-05          3623  
2013-06          3982  
2013-07          3577  
2013-08          2940  
2013-09          4205  
2013-10          3048  
2013-11          2359  
2013-12          2216  
2014-01          3057  
2014-02          3085  
2014-03          3301  
2014-04          2453  
2014-05          3224  
2014-06          4010  
2014-07          3481  
2014-08          3471  
2014-09          4207  
2014-10          3621  
2014-11          2932  
2014-12          3797  
2015-01          4074  
2015-02          3343  
2015-03          3633  
2015-04          3638  
2015-05          3627  
2015-06          3994  
2015-07          3623  
2015-08          3339  
2015-09          3348  
2015-10          3219  
2015-11          3277  
2015-12          4431  
2016-01          3908  
2016-02          3611  
2016-03          4913  
2016-04          4403  
2016-05          4397  
2016-06          5222  
2016-07          5652  
2016-08          5154  
2016-09          4620  
2016-10          5013  
2016-11          4528  
2016-12          4479  
2017-01          5414  
2017-02          4665  
2017-03          4679  
2017-04          6251  
2017-05          5188  
2017-06          5403  
2017-07          5299  
2017-08          5323  
2017-09          4855  
2017-10          5893  
2017-11          4698  
2017-12          5039  
2018-01          5148  
2018-02          4284  
2018-03          6148  
2018-04          5972  
2018-05          5870  
2018-06          5287  
2018-07          5299  
2018-08          4671  
2018-09          5614  
2018-10          5594  
2018-11          4209  
2018-12          5223  
2019-01          4831  
2019-02          3900  
2019-03          5565  
2019-04          5196  
2019-05          4299  
2019-06          3948  
2019-07          3991  
2019-08          4136  
2019-09          4139  
2019-10          4464  
2019-11          3605  
2019-12          4206  
2020-01          3880  
2020-02          3767  
2020-03          3832  
2020-04          4961  
2020-05          4082  
2020-06          5044  
2020-07          4959  
2020-08          4058  
2020-09          3811  
2020-10          4322  
2020-11          4608  
2020-12          6054  
2021-01          4280  
2021-02          3886  
2021-03          4402  
2021-04          4344  
2021-05          4520  
2021-06          4635  
2021-07          4067  

